Timestamp,Year,Gender,Age,Nationality,Current Country of Residence,Current State of Residence,Current City of Residence,Highest Level of Education,Name of Highest Degree Obtained,Name of School or University,Is your Education Background related to your current job?,Did you go through a bootcamp to learn technical skills?,"Professional Certification (Eg. CCNA, CEH, GCP Cloud Associate)",Name of Bootcamp Course,Name of Professional Certification(s),Job Title,What is your currency code?,What is your current monthly base salary?,What is your current bonus compensation per year?,What is your current equity (stock) compensation per year?,How many days of annual leave are you entitled to?,Company Benefits,What technologies do you use for work on a regular basis?,Company Location,Company Industry,What is the size of your company?,What is the size of your tech team?,What's the name of your company? [Optional],Satisfaction Level of Current Job,Years of Experience,Number of past employments/jobs (excluding the current one),What was your starting monthly salary?,Indicate in 3-character currency code for starting monthly salary
22/02/2022 08:58:46,2022,Male,28,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Masters Degree,Business Information System,Monash University,Yes,No,No,,,Software Engineer,MYR,4000.00,0.00,0,16,"Health Insurance, Dental Claim, Vacation/Personal Days, Remote Work, Gym/Wellness Reimbursement, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement, Optical/Eye-wear claims","Java, Spring Boot, Microservices","Kuala Lumpur, Malaysia","Professional Services (Law, Consulting, etc.)",201-1000 employees,2 - 10 people,,6,1,2,3100,
22/02/2022 22:57:27,2022,Male,23,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Information Technology,Tunku Abdul Rahman University College,Yes,No,No,,,Software Engineer,MYR,3100.00,0.00,0,18,"Sick Time (Unlimited), Free Snacks, Company Laptop","Java, Spring Boot, Play Framework","Puchong, Selangor",Information Technology,1-10 employees,2 - 10 people,StrongByte Studio,7,1,0,3100,
16/08/2021 10:06:05,2021,Male,29,Malaysian,Malaysia,Selangor,Cheras,Undergraduate Degree,Information Technology,Malaysia Multimedia University,Yes,No,No,,,Consultant,MYR,7440.00,"6,500.00",0,18,"Dental Claim, Maternity Leave, Vacation/Personal Days, Free Dinner, Gym/Wellness Reimbursement, Company Laptop, Optical/Eye-wear claims","MEAN, ASP .Net, PHP Laravel, AngularJs, Javascript, MySql, SQL Server","Selangor, Malaysia","Data Infrastructure, Telecom",201-1000 employees,2 - 10 people,Fusionex,6,7,0,3100,
31/07/2021 19:11:29,2021,Male,24,Malaysian,Malaysia,Kuala Lumpur,Sentul,Undergraduate Degree,Computer Science,Asia Pacific University,Yes,No,No,,,Mobile Apps Developer,MYR,4600.00,"4,600.00",0,21,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Learning and Development, Company Laptop, Company Phones, Optical/Eye-wear claims","Swift, Objective C, Java, Jira, Bitbucket","Kuala Lumpur, Malaysia",Financial Services,">10,000employees",2 - 10 people,,5,2.5,1,3100,
26/07/2021 21:20:27,2021,Male,26,Malaysian,Malaysia,Kuala Lumpur,Gombak,Undergraduate Degree,Information Technology,Tunku Abdul Rahman University College,Yes,No,No,,,Senior Software Developer,MYR,3900.00,"4,000.00",0,14,"Health Insurance, Maternity Leave, Paternity Leave, Free Snacks, Free Drinks, Company Laptop",Java,"KL, Malaysia",Financial Services,11-50 employees,2 - 10 people,,5,2.5,0,3100,
06/12/2021 07:04:13,2021,Male,28,Malaysian,Malaysia,Kuala Lumpur,Confidential,Undergraduate Degree,Computer Engineering,Purdue University,Yes,No,No,,,(Data) Platform Engineer,MYR,10300.00,Confidential,,16,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop, Company Phones, Phone Bill Reimbursement, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims","Python, Kubernetes, Azure, Docker","Kampung Kerinchi, KL","Energy, Utilities",201-1000 employees,2 - 10 people,,7,5,3,3150,
01/03/2022 15:19:30,2022,Male,29,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Computer Science,Purdue University,Yes,No,No,,,Cloud Data Platform Engineer,MYR,10300.00,Confidential,,18,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Employee Discount, Learning and Development, Company Laptop, Company Phones, Phone Bill Reimbursement, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims, Professional Membership Subsidy/Sponsor","Kubernetes, Python, Docker, Nifi, Kafka, Azure","Kuala Lumpur, Malaysia","Energy, Utilities",201-1000 employees,2 - 10 people,,8,5,2,3150,
27/07/2021 10:44:14,2021,Male,25,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Computer Science,University Sains Malaysia,Yes,No,Yes,,CCNA,Software Developer,MYR,4200.00,0.00,0,14,"Health Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Free Dinner, Free Snacks, Free Drinks, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop","VUEJS, DOCKER, EXPRESSJS, MONGO, MYSQL, PYTHON, KUBENETES, ASP.NET CORE, JENKINS","SELANGOR, MALAYSIA",Business,201-1000 employees,11 - 50 people,FUSIONEX,7,1,0,3150,
25/08/2021 23:28:50,2021,Male,24,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Computer Science,Malaysia Multimedia University,Yes,No,No,,,Full-Stack Software Developer,MYR,6000.00,0.00,0,12,"Company Laptop, Phone Bill Reimbursement","Node Js, React Js, MySQL, AWS, Firebase",Damansara,Financial Services,11-50 employees,2 - 10 people,,8,4,2,3200,MYR
22/02/2022 14:21:39,2022,Female,25,Malaysian,Malaysia,Pulau Pinang,Butterworth,Undergraduate Degree,Computer Science,International Islamic University Malaysia,Yes,Yes,No,"Forward School, Datastar",,Business Analyst,MYR,3300.00,"3,200.00",,12,"Health Insurance, Dental Claim, Maternity Leave, Vacation/Personal Days, Company Laptop, Optical/Eye-wear claims",Power BI,Penang,"Data Infrastructure, Telecom",201-1000 employees,2 - 10 people,,7,<1,0,3200,MYR
28/07/2021 21:31:14,2021,Male,25,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Mechatronic Engineering,Tunku Abdul Rahman University College,Yes,No,No,,,Full-Stack Software Developer,MYR,4200.00,0.00,0,14,"Health Insurance, Company Laptop","Nodejs, VueJs, MongoDB","Petaling Jaya, Malaysia","Transport, Logistics",51-200 employees,51 - 200 people,Fusionex,5,1.5,1,3200,
28/07/2021 12:11:16,2021,Male,23,Malaysian,Malaysia,Selangor,Confidential,Undergraduate Degree,Computer Science,Asia Pacific University,Yes,No,No,,,Software Development Consultants,MYR,4350.00,"4,200.00",0,14,"Health Insurance, Dental Claim, Maternity Leave, Paternity Leave, Free Dinner, Free Snacks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Transport/Parking Allowance, Company Laptop, Optical/Eye-wear claims","Java, Spring Boot, MongoDB","Petaling Jaya, Selangor","Data Infrastructure, Telecom",51-200 employees,2 - 10 people,,6,1.2,2,3200,
23/02/2022 08:08:25,2022,Male,23,Malaysian,Malaysia,Pulau Pinang,Pulau Pinang,Undergraduate Degree,Information Technology,Tunku Abdul Rahman University College,Yes,No,Yes,,CCNA,Business Analyst,MYR,3600.00,"5,400.00",0,14,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Remote Work, Employee Discount, Learning and Development, Tuition Reimbursement, Company Laptop, Company Phones, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims, Car interest subsidy",UIPath,"Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",2 - 10 people,Intel,9,1,1,3200,
30/07/2021 22:15:04,2021,Male,24,Malaysian,Malaysia,Negeri Sembilan,Confidential,Undergraduate Degree,Computer Science,INTI International University College,Yes,No,No,,,Software Engineer,MYR,5500.00,"5,500.00",0,14,None,.NET SQLSERVER,"KL, Malaysia",Retail / ecommerce,11-50 employees,2 - 10 people,,7,2.5,1,3200,
02/08/2021 21:48:50,2021,Male,29,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Masters Degree,,,No,No,No,,,Senior Software Engineer,MYR,6000.00,Confidential,0,14,"Health Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Gym/Wellness Reimbursement, Company Laptop",.NET,"Selangor, Malaysia",Healthcare,51-200 employees,11 - 50 people,,5,5,1,3200,
19/09/2021 21:36:43,2021,Male,28,Malaysian,Malaysia,Pulau Pinang,Bayan Lepas,Undergraduate Degree,Electric & Electronic Engineering,University Malaysia Pahang,Yes,No,No,,,"Technical Lead, Software Engineer",MYR,6120.00,"6,120.00",0,16,"Health Insurance, Company Laptop, Phone Bill Reimbursement","Java, Python, Angular, Spring Boot, Flask, C#","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",201-1000 employees,11 - 50 people,Sophic Automation,10,4,0,3200,
27/07/2021 22:25:51,2021,Male,32,Malaysian,Malaysia,Pulau Pinang,Pulau Pinang,Undergraduate Degree,Computer Science,Swinburne University of Technology,Yes,No,No,,,Senior Software Engineer,MYR,9500.00,"17,000.00",3000,17,"Health Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Company Laptop, Optical/Eye-wear claims","python, tensorflow, django, postgresql, vuejs","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",11-50 employees,11 - 50 people,,7,8,1,3200,
02/08/2021 14:27:53,2021,Female,27,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Commerce,University of Auckland,Yes,No,No,,,Software Engineer,MYR,6300.00,"6,000.00",0,20,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Snacks, Remote Work, Company Laptop, Optical/Eye-wear claims","Angular, Java, Bash Script, Node Js","Kuala Lumpur, Malaysia",Computer Software,201-1000 employees,2 - 10 people,,9,4,1,3200,
07/09/2021 20:49:05,2021,Male,30,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Computer Science,Asia Pacific University,Yes,No,No,,,Software Engineer,MYR,9400.00,"27,000.00",,21,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Snacks, Remote Work, Learning and Development, Transport/Parking Allowance, Student Loan Repayment Plan, Company Laptop, Company Phones, Phone Bill Reimbursement, Relocation Bonus, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims","Java, javascript","Kuala Lumpur, Malaysia",Financial Services,">10,000employees",51 - 200 people,,8,7,3,3200,
28/07/2021 00:51:31,2021,Male,26,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Computer Science,Asia Pacific University,Yes,No,Yes,,Scrum PSM 1 (non tech related),Software Engineer,MYR,8000.00,0.00,0,24,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Free Snacks, Remote Work, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims, Professional Membership Subsidy/Sponsor, Foodpanda partner","React, TypeScript, JavaScript, SCSS, AWS Cloud",KL,Financial Services,201-1000 employees,2 - 10 people,,8,3,2,3200,
26/07/2021 20:12:15,2021,Male,24,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,Computer Science,Taylor's University,Yes,No,No,,,Software Developer,MYR,3300.00,0.00,0,14,"Health Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Remote Work, Gym/Wellness Reimbursement, Company Laptop","C#,Angular","Kuala Lumpur, Malaysia",Financial Services,51-200 employees,11 - 50 people,,8,1,0,3200,
26/07/2021 20:15:54,2021,Male,23,Malaysian,Malaysia,Selangor,Subang Jaya,Diploma,,,No,Yes,Yes,Next Academy,AWS DVA-C01,Full-Stack Software Developer,MYR,6500.00,0.00,0,14,"Health Insurance, Remote Work, Flexible time","AWS Serverless stack, Nodejs, Reactjs","Selangor, Malaysia",Recruitment,11-50 employees,2 - 10 people,,8,2,2,3200,
26/07/2021 20:44:02,2021,Male,30,Malaysian,Malaysia,Kuala Lumpur,Cheras,Undergraduate Degree,Economics,University of London,No,No,Yes,,AWS Solutions Architect,Product Manager,MYR,7750.00,0.00,0,14,"Health Insurance, Vacation/Personal Days, Learning and Development, Transport Allowance, Company Laptop","Python, Docker, Spark, Jupyter, Excel, Jira, Confluence",Kuala Lumpur,"Transport, Logistics",11-50 employees,11 - 50 people,,7,4,3,3200,
27/07/2021 10:59:24,2021,Male,23,Malaysian,Malaysia,Kedah,Kulim,Undergraduate Degree,Computer Science,Tunku Abdul Rahman University College,Yes,No,Yes,,CCNA,Junior Software Developer,MYR,3500.00,"7,000.00",0,14,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Transport Allowance, Company Laptop",Not sure of question.,"Selangor, Malaysia",BPO,51-200 employees,11 - 50 people,Zchwantech Sdn Bhd,10,1,1,3200,
26/07/2021 23:10:49,2021,Female,27,Malaysian,Malaysia,Selangor,Petaling Jaya,Professional Paper,ACCA,Sunway University,No,No,No,,,Frontend Developer,MYR,6800.00,Confidential,,14,"Health Insurance, Maternity Leave, Company Laptop",Javascript React,Kuala lumpur,Financial Services,"1,001-10,000 employees",51 - 200 people,,10,4,2,3200,
26/07/2021 21:24:28,2021,Male,26,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Electrical & Electronic Engineering,Ohio State University,Yes,Yes,No,Software Engineering Conversion Program,,Software Engineer,MYR,3200.00,0.00,0,15,"Remote Work, Transport Allowance","Javascript, React, HTML, CSS, GraphQL, MongoDB, Nodejs","Wilayah Persekutuan, Malaysia",Retail / ecommerce,51-200 employees,2 - 10 people,,8,1,0,3200,
26/07/2021 21:22:13,2021,Male,28,Malaysian,Malaysia,Pulau Pinang,Bayan Lepas,Undergraduate Degree,Computer Science,Malaysia Multimedia University,Yes,No,No,,,R&D Software Engineer,MYR,4000.00,"4,000.00",3000,15,"Health Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Sick Time (Unlimited), Employee Discount, Learning and Development, Company Laptop","C#,HTML,JS","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",2 - 10 people,,3,4,0,3200,
26/07/2021 21:41:30,2021,Male,30,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Computer Science,University Tenaga Nasional,Yes,No,No,,,Software Engineer,MYR,7000.00,"9,000.00",,15,"Health Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Company Laptop","Javascript, PHP",Kuala Lumpur,Job Board,"1,001-10,000 employees",200+ people,SEEK Asia,10,6,1,3200,
26/07/2021 20:41:23,2021,Male,24,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Computer Science,Monash University,Yes,No,No,,,Data Scientist,MYR,4000.00,"10,000.00",0,16,"Health Insurance, Paternity Leave, Vacation/Personal Days, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport Allowance, Company Laptop","Python, Django, Flask, Vue, Quasar, AWS","Selangor, Malaysia","Industrials (Manufacturing, Construction, etc.)","1,001-10,000 employees",11 - 50 people,,3,2,0,3200,
26/07/2021 21:02:54,2021,Male,25,Malaysian,Malaysia,Kuala Lumpur,Ampang,Undergraduate Degree,Information Technology,Asia Pacific University,Yes,No,No,,,Backend Developer,MYR,8800.00,0.00,0,20,"Health Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Remote Work, Learning and Development, Phone Bill Reimbursement","Typescript, Reactjs, Nodejs, MongoDB","Selangor, Malaysia",Financial Services,201-1000 employees,51 - 200 people,,8,3,3,3200,
27/07/2021 01:14:12,2021,Male,26,Malaysian,Malaysia,Selangor,Ara Damansara,Undergraduate Degree,Information Technology,Tunku Abdul Rahman University College,Yes,No,No,,,R&D Software Engineer,MYR,7200.00,"4,000.00",0,20,"Health Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Learning and Development, Company Laptop","Java, python",Kuala Lumpur,Financial Services,"1,001-10,000 employees",51 - 200 people,,8,4,2,3200,
26/07/2021 20:49:16,2021,Female,25,Malaysian,Malaysia,Kuala Lumpur,Ampang,Undergraduate Degree,Economics,Nottingham University,No,Yes,No,Full stack web development - NEXT Academy,,Junior Software Engineer,MYR,3200.00,0.00,RM1200,20,"Health Insurance, Learning and Development, Company Laptop",Django,"KL, Malaysia",Financial Services,1-10 employees,2 - 10 people,,8,0,0,3200,
27/07/2021 10:56:01,2021,Male,23,Malaysian,Malaysia,Negeri Sembilan,Port Dickson,Masters Degree,Information Technology,Tunku Abdul Rahman University College,Yes,No,No,,,Junior Software Developer,MYR,3400.00,500.00,,20,"Health Insurance, Maternity Leave, Remote Work, Phone Bill Reimbursement",Java,"Selangor, Malaysia",Financial Services,51-200 employees,11 - 50 people,,7,1.5,1,3200,
26/07/2021 21:09:05,2021,Male,26,Malaysian,Malaysia,Selangor,Sungai Buloh,Undergraduate Degree,Computer Science,Monash University,Yes,No,No,,,Data Engineer,MYR,5016.00,"5,016.00",0,21,"Health Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Learning and Development","python, mysql, mssql, shell",Kuala Lumpur,Business,201-1000 employees,11 - 50 people,,7,4,1,3200,
26/07/2021 21:17:00,2021,Male,27,Malaysian,Malaysia,Kuala Lumpur,Setapak,Masters Degree,Data Science,University Malaya,No,No,No,,,Software Developer,MYR,5000.00,0.00,0,22,"Health Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport Allowance, Student Load Repayment Plan, Company Laptop, Relocation Bonus",Java,"Kuala Lumpur, Malaysia","Professional Services (Law, Consulting, etc.)",201-1000 employees,11 - 50 people,Maybank,7,3,1,3200,
26/07/2021 20:38:12,2021,Male,27,Malaysian,Malaysia,Kuala Lumpur,Cheras,Undergraduate Degree,Information Technology,University Teknologi PETRONAS,Yes,No,No,,,Senior System Analyst,MYR,4500.00,"22,500.00",0,25,"Health Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport Allowance, Company Laptop, Company Phones, Phone Bill Reimbursement, House Allowance/Subsidi",".NET, Angular, Mssql, Firebase, Aws, Windows Server, Team Foundation Server, GitLab",Kuala Lumpur,Financial Services,">10,000employees",51 - 200 people,Employee Provident Fund,8,5,2,3200,
26/07/2021 20:28:24,2021,Male,31,Malaysian,Malaysia,Kuala Lumpur,Ampang,Masters Degree,Computer Science,Asia Pacific University,Yes,No,No,,,Senior Software Developer,MYR,7200.00,0.00,0,26,"Health Insurance, Maternity Leave, Remote Work, Company Laptop","Java, Spring, Hibernate, Obj-C, Swift.",PJ,Financial Services,11-50 employees,2 - 10 people,,6,8,0,3200,
27/07/2021 08:39:17,2021,Female,24,Malaysian,Malaysia,Terengganu,Kemaman,Undergraduate Degree,Information Technology,International Islamic University Malaysia,Yes,No,No,,,SAP Consultant,MYR,3200.00,0.00,,38400,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Employee Discount, Learning and Development, Transport Allowance, Company Laptop, Immigration Assistance",Laptop,Kuala Lumpur,"Professional Services (Law, Consulting, etc.)",201-1000 employees,200+ people,,7,1 month,0,3200,
24/09/2021 10:58:00,2021,Male,23,Malaysian,Malaysia,Perak,Ipoh,Undergraduate Degree,Information Technology,University Of Wollongong,Yes,No,No,,,Network Security Engineer,MYR,3250.00,0.00,0,24,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Transport/Parking Allowance, Company Laptop, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims","SIEM, FW, IDS, IPS","Selangor, Malaysia","Data Infrastructure, Telecom",201-1000 employees,2 - 10 people,,5,0,1,3250,
22/11/2021 15:48:23,2021,Male,37,Malaysian,Malaysia,Johor,Batu Pahat,Masters Degree,Engineering,Malaysia Multimedia University,Yes,No,No,,,"Team Lead, Software Engineer",MYR,8800.00,0.00,0,0,"Free Snacks, Remote Work, Learning and Development","MEAN stack, Python, Golang, SQL, tensorflow, Kubernetes, Docker, AWS, Google Cloud","Johor, Malaysia",Healthcare,11-50 employees,2 - 10 people,,7,13,2,3300,MYR
09/08/2021 16:28:28,2021,Male,25,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Computer Science,University Teknikal Malaysia Melaka,Yes,No,No,,,Application Developer,MYR,3500.00,0.00,0,12,"Maternity Leave, Paternity Leave, Company Laptop",Kendo,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Business,11-50 employees,2 - 10 people,,5,1,0,3300,MYR
22/10/2021 20:08:59,2021,Male,25,Malaysian,Malaysia,Pulau Pinang,Bayan Lepas,Undergraduate Degree,Mechanical Engineering,University Of Wollongong,No,Yes,No,Data Star - Centre of Applied Data Science,,Software Engineer,MYR,3500.00,"3,500.00",0,12,"Health Insurance, Life Insurance, Dental Claim, Free Snacks, Remote Work, Employee Discount, Company Laptop, Optical/Eye-wear claims","Python, Docker","Penang, Bayan Lepas","Data Infrastructure, Telecom",51-200 employees,11 - 50 people,Thundersoft,7,1,1,3300,MYR
22/02/2022 22:32:36,2022,Male,23,Malaysian,Malaysia,Pulau Pinang,Bayan Lepas,Undergraduate Degree,Information System Engineering,Tunku Abdul Rahman University College,Yes,No,No,,,Software Engineer,MYR,3500.00,0.00,0,14,"Dental Claim, Maternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Company Laptop, Optical/Eye-wear claims",Java,"Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",201-1000 employees,2 - 10 people,,7,1,0,3300,
18/01/2022 13:28:55,2022,Male,26,Malaysian,Malaysia,Pulau Pinang,Bayan Lepas,Undergraduate Degree,Electric & Electronic Engineering,Monash University,Yes,Yes,No,Data Science,,EDA tools software engineer,MYR,4000.00,0.00,0,14,"Health Insurance, Life Insurance, Vacation/Personal Days, Free Lunch, Remote Work","Linux, lynx","Penang, Malaysia",Semiconductor,">10,000employees",2 - 10 people,,8,1,1,3300,
12/08/2021 02:39:53,2021,Male,30,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,Multimedia,Malaysia Multimedia University,Yes,No,No,,,Software Developer,MYR,8200.00,0.00,0,14,"Remote Work, Company Laptop, Phone Bill Reimbursement, Annual Flexi Allowance, Optical/Eye-wear claims",JavaScript,"Kuala Lumpur, Malaysia",Consultancy,">10,000employees",200+ people,Accenture,7,7,5,3300,
28/07/2021 00:04:30,2021,Female,24,Malaysian,Malaysia,Kuala Lumpur,Cheras,Undergraduate Degree,Information Technology,Asia Pacific University,Yes,No,No,,,Software Developer,MYR,3600.00,"3,300.00",0,14,"Health Insurance, Dental Claim, Maternity Leave, Paternity Leave, Gym/Wellness Reimbursement, Transport/Parking Allowance","Laptop, desktop",KL,Business,201-1000 employees,11 - 50 people,,5,2 1/2,1,3300,
12/03/2022 23:45:37,2022,Male,24,Malaysian,Malaysia,Kuala Lumpur,Cheras,Undergraduate Degree,Business Information System,Tunku Abdul Rahman University College,Yes,No,No,,,Software Developer,MYR,4200.00,"4,200.00",,14,Remote Work,ASP.NET,"Selangor, Malaysia",Entertainment,11-50 employees,11 - 50 people,,8,1,1,3300,
27/07/2021 23:02:09,2021,Female,24,Malaysian,Malaysia,Pulau Pinang,Bayan Lepas,Undergraduate Degree,Engineering,UOW KDU Malaysia University & College,Yes,Yes,No,Data Science - Forward School,,Data Scientist,MYR,3500.00,"6,500.00",,14,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Employee Discount, Learning and Development, Tuition Reimbursement, Transport/Parking Allowance, Company Laptop, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims","JMP, Python","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",2 - 10 people,,6,1.5,0,3300,
17/11/2021 16:26:15,2021,Male,22,Malaysian,Malaysia,Perak,Ipoh,Undergraduate Degree,Information Technology,,Yes,No,No,,,DevOps Engineer,MYR,3300.00,Confidential,,14,"Health Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Lunch, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop, Optical/Eye-wear claims","Microsoft Power BI, Jenkins, Docker","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",11 - 50 people,,7,1,2,3300,
05/08/2021 15:16:57,2021,Male,25,Malaysian,Malaysia,Selangor,Cheras,Undergraduate Degree,Computer Engineering,Tunku Abdul Rahman University College,No,No,No,,,Mobile Apps Developer,MYR,4300.00,0.00,0,15,"Health Insurance, Dental Claim, Sick Time (Unlimited), Free Snacks, Free Drinks, Transport/Parking Allowance, Company Laptop, Company Phones, Optical/Eye-wear claims","Objc, Swift, Java, Kotlin","Kuala Lumpur Sentral, Malaysia",Financial Services,51-200 employees,11 - 50 people,Soft Space Sdn Bhd,6,2,1,3300,
13/08/2021 23:19:16,2021,Male,29,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,Engineering,Toyohashi University of Technology,Yes,No,Yes,,"AWS Cloud Practitioner, GCP Cloud Architect",Software Developer,SGD,6400.00,0.00,0,15,"Dental Claim, Remote Work, Relocation Bonus","Golang, GCP, Docker",Singapore,Audio Technology,201-1000 employees,2 - 10 people,,8,4,3,3300,
28/07/2021 10:10:16,2021,Male,26,Malaysian,Malaysia,Pulau Pinang,Bayan Lepas,Undergraduate Degree,Computer Science,University Sains Malaysia,Yes,No,No,,,Software Engineer,MYR,3700.00,"6,000.00",0,15,"Health Insurance, Dental Claim, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Employee Discount, Learning and Development, Company Laptop, Relocation Bonus, Optical/Eye-wear claims","Python, AWS","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",2 - 10 people,,8,2,0,3300,
26/02/2022 18:04:40,2022,Male,25,Malaysian,Malaysia,Pulau Pinang,Pulau Pinang,Undergraduate Degree,Mechatronic Engineering,University Malaysia Perlis,Yes,No,No,,,Test Engineer,MYR,4400.00,"8,000.00",0,15,"Health Insurance, Employee Assistance Program, Maternity Leave, Gym/Wellness Reimbursement, Company Laptop, Relocation Bonus",C#,Penang,"Industrials (Manufacturing, Construction, etc.)","1,001-10,000 employees",11 - 50 people,,8,1,0,3300,
16/01/2022 09:21:05,2022,Male,25,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,Information Technology,University Teknologi PETRONAS,Yes,No,No,,,Cybersecurity Engineer / Penetration Tester,MYR,3300.00,0.00,0,18,"Health Insurance, Dental Claim, Sick Time (Unlimited), Remote Work, Gym/Wellness Reimbursement, Transport/Parking Allowance, Company Laptop, Optical/Eye-wear claims",Burp Suite,Subang,"Professional Services (Law, Consulting, etc.)",51-200 employees,11 - 50 people,,6,2,3,3300,
